passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,left %,middle %,right %,C left %,C middle %,C right %,I left %,I middle %,I right %,S left %,S middle %,S right %,IN left %,IN middle %,IN right %,R left %,R middle %,R right %
B.Mayfield,C.McCaffrey,left,C,7,21,8,1,30,70.0,26.67,0.0,3.33,0.0,23.33,0.0,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,left,I,4,21,8,1,30,70.0,26.67,0.0,3.33,0.0,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,left,IN,1,21,8,1,30,70.0,26.67,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,middle,C,3,21,8,1,30,70.0,26.67,0.0,3.33,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,middle,I,1,21,8,1,30,70.0,26.67,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,right,C,11,21,8,1,30,70.0,26.67,0.0,3.33,0.0,0.0,0.0,36.67,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,C.McCaffrey,right,I,3,21,8,1,30,70.0,26.67,0.0,3.33,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Foreman,left,C,1,1,1,0,2,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Foreman,left,I,1,1,1,0,2,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,left,C,8,16,18,2,36,44.44,50.0,0.0,5.56,0.0,22.22,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,left,I,4,16,18,2,36,44.44,50.0,0.0,5.56,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,left,IN,1,16,18,2,36,44.44,50.0,0.0,5.56,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,middle,C,4,16,18,2,36,44.44,50.0,0.0,5.56,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,middle,I,4,16,18,2,36,44.44,50.0,0.0,5.56,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Mayfield,D.Moore,right,C,4,16,18,2,36,44.44,50.0,0.0,5.56,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
