passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,left %,middle %,right %,C left %,C middle %,C right %,I left %,I middle %,I right %,S left %,S middle %,S right %,IN left %,IN middle %,IN right %,R left %,R middle %,R right %
D.Mills,B.Cooks,left,C,15,30,19,1,50,60.0,38.0,0.0,2.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Cooks,left,I,11,30,19,1,50,60.0,38.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Cooks,middle,C,3,30,19,1,50,60.0,38.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Cooks,middle,IN,1,30,19,1,50,60.0,38.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
D.Mills,B.Cooks,right,C,12,30,19,1,50,60.0,38.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Cooks,right,I,8,30,19,1,50,60.0,38.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,left,I,2,6,9,2,17,35.29,52.94,0.0,11.76,0.0,11.76,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,left,IN,1,6,9,2,17,35.29,52.94,0.0,11.76,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,middle,I,1,6,9,2,17,35.29,52.94,0.0,11.76,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,middle,IN,1,6,9,2,17,35.29,52.94,0.0,11.76,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,right,C,6,6,9,2,17,35.29,52.94,0.0,11.76,0.0,0.0,0.0,35.29,0.0,0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,B.Jordan,right,I,6,6,9,2,17,35.29,52.94,0.0,11.76,0.0,0.0,0.0,35.29,0.0,0.0,0.0,0.0,0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Conley,left,I,1,0,2,0,2,0.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Conley,right,I,1,0,2,0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,left,C,4,14,5,1,20,70.0,25.0,0.0,5.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,left,I,1,14,5,1,20,70.0,25.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,middle,C,3,14,5,1,20,70.0,25.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,middle,I,4,14,5,1,20,70.0,25.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,middle,IN,1,14,5,1,20,70.0,25.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
D.Mills,C.Moore,right,C,7,14,5,1,20,70.0,25.0,0.0,5.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Ogunbowale,left,C,5,6,1,0,7,85.71,14.29,0.0,0.0,0.0,71.43,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Ogunbowale,left,I,1,6,1,0,7,85.71,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Ogunbowale,middle,C,1,6,1,0,7,85.71,14.29,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Pierce,left,C,3,18,4,0,22,81.82,18.18,0.0,0.0,0.0,13.64,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Pierce,middle,C,5,18,4,0,22,81.82,18.18,0.0,0.0,0.0,0.0,22.73,0.0,0.0,22.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.Mills,D.Pierce,middle,I,4,18,4,0,22,81.82,18.18,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
