gameId,playId,motionDisplayName,motionType,motionDirection,Team,play_type,yards_gained,epa
2022090800,299,Cooper Kupp,Unknown Motion Type,Drifting Right and Downfield,LA,run,5.0,-0.190116306766868
2022090800,343,,No Motion,,LA,run,2.0,-0.724307159427553
2022090800,364,Cooper Kupp,Unknown Motion Type,Drifting Left and Upfield,LA,pass,23.0,2.87652461393736
2022090800,393,,No Motion,,LA,run,1.0,-0.456691827392206
2022090800,414,,No Motion,,LA,pass,10.0,1.14732761122286
2022090800,438,Ben Skowronek,Rocket,Moving Right Across Formation,LA,pass,4.0,-0.312563573708758
2022090800,467,,No Motion,,LA,pass,-8.0,-1.8166618484538
2022090800,486,,No Motion,,LA,pass,6.0,-0.902344594709575
2022090800,775,,No Motion,,LA,pass,6.0,0.158298097550869
2022090800,818,Darrell Henderson,Unknown Motion Type,Drifting Left and Upfield,LA,pass,1.0,-1.62181922933087
2022090800,933,Cooper Kupp,Laser,Moving Left Across Formation,LA,run,0.0,-0.532397968694568
2022090800,954,,No Motion,,LA,pass,0.0,-4.89537463267334
2022090800,1187,,No Motion,,LA,run,4.0,-0.100456628715619
2022090800,1208,,No Motion,,LA,pass,0.0,-0.771847519557923
2022090800,1230,Cooper Kupp,Exit,Moving Left Across Formation,LA,pass,12.0,1.80397455696948
2022090800,1254,Darrell Henderson,Jet,Moving Right Across Formation,LA,run,3.0,0.527520344243385
2022090800,1286,Tutu Atwell,Rocket,Moving Right Across Formation,LA,pass,6.0,0.234810821944848
2022090800,1315,,No Motion,,LA,pass,-10.0,-2.14713167364243
2022090800,1334,,No Motion,,LA,pass,12.0,0.422372142085806
2022090800,1358,,No Motion,,LA,pass,3.0,2.02853563474491
2022090800,1385,,No Motion,,LA,run,18.0,1.25161086465232
2022090800,1406,,No Motion,,LA,run,3.0,0.0955476801027544
2022090800,1427,,No Motion,,LA,pass,4.0,1.46390607504873
2022090800,1635,,No Motion,,LA,pass,0.0,-0.399730197270401
2022090800,1657,,No Motion,,LA,pass,0.0,-0.469972457038239
2022090800,1712,,No Motion,,LA,pass,9.0,0.689841408864595
2022090800,1736,,No Motion,,LA,run,0.0,-0.470122479076963
2022090800,1757,Ben Skowronek,Unknown Motion Type,Drifting Left and Upfield,LA,run,2.0,0.15880790958181
2022090800,1800,,No Motion,,LA,pass,-9.0,-1.18183592805872
2022090800,1836,,No Motion,,LA,pass,-1.0,-0.452746068722062
2022090800,1946,,No Motion,,LA,run,2.0,-0.550089620053768
2022090800,1967,,No Motion,,LA,pass,4.0,-0.130681387148798
2022090800,1991,Darrell Henderson,Unknown Motion Type,Moving Right Across Formation,LA,pass,-7.0,-2.34319656807929
2022090800,2288,Ben Skowronek,Unknown Motion Type,Drifting Right and Downfield,LA,pass,0.0,-0.626889100298285
2022090800,2307,,No Motion,,LA,pass,23.0,2.00161885190755
2022090800,2336,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,10.0,0.518132671015337
2022090800,2360,,No Motion,,LA,run,1.0,-0.479756139218807
2022090800,2381,,No Motion,,LA,pass,-9.0,-1.93873637192883
2022090800,2400,,No Motion,,LA,pass,0.0,-1.31684104818851
2022090800,2815,,No Motion,,LA,pass,10.0,0.818054475355893
2022090800,2839,,No Motion,,LA,run,0.0,-0.579495721962303
2022090800,2860,,No Motion,,LA,pass,7.0,-0.0241680638864636
2022090800,2884,,No Motion,,LA,pass,4.0,1.19351971358992
2022090800,2908,,No Motion,,LA,pass,0.0,-4.67126974882558
2022090800,3047,,No Motion,,LA,pass,0.0,-0.571538988966495
2022090800,3092,Tyler Higbee,Rocket,Moving Right Across Formation,LA,pass,5.0,-0.0977661139331758
2022090800,3121,,No Motion,,LA,pass,9.0,-0.169296331238002
2022090800,3145,,No Motion,,LA,run,1.0,2.15821085567586
2022090800,3166,,No Motion,,LA,pass,6.0,0.270945283351466
2022090800,3190,,No Motion,,LA,pass,5.0,0.323833234142512
2022090800,3214,,No Motion,,LA,pass,0.0,-6.05082187009975
2022090800,3341,,No Motion,,LA,run,9.0,0.727636121446267
2022090800,3362,,No Motion,,LA,run,-1.0,-0.86936354264617
2022090800,3407,,No Motion,,LA,pass,6.0,0.0342473172349855
2022090800,3431,,No Motion,,LA,pass,5.0,0.480796431540512
2022090800,3455,,No Motion,,LA,pass,0.0,-0.505541497957893
2022090800,3489,,No Motion,,LA,pass,11.0,1.21839291590732
2022090800,3513,,No Motion,,LA,pass,4.0,-0.0846372448140755
2022090800,3537,,No Motion,,LA,pass,0.0,-0.582680362043902
2022090800,3576,,No Motion,,LA,pass,28.0,2.81562857487006
2022090800,3617,,No Motion,,LA,pass,-6.0,-1.27972845704062
2022090800,3636,Ben Skowronek,Rocket,Moving Right Across Formation,LA,run,2.0,-0.607236078591086
2022090800,3674,Tyler Higbee,Rocket,Moving Right Across Formation,LA,pass,0.0,-0.533293836459052
2022090800,3696,,No Motion,,LA,pass,0.0,-2.52706019411562
2022091807,369,Cooper Kupp,Rocket,Moving Right Across Formation,LA,run,2.0,0.376328878104687
2022091807,401,,No Motion,,LA,pass,15.0,0.871719222282991
2022091807,428,Cooper Kupp,Rocket,Moving Right Across Formation,LA,pass,8.0,0.476563042029738
2022091807,462,,No Motion,,LA,run,3.0,0.195846043294296
2022091807,488,Brandon Powell,Jet,Moving Right Across Formation,LA,run,6.0,0.253020404838026
2022091807,509,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,18.0,1.1500525608426
2022091807,533,,No Motion,,LA,run,3.0,-0.122276656329632
2022091807,554,,No Motion,,LA,pass,5.0,0.603668774943799
2022091807,578,,No Motion,,LA,pass,1.0,1.01113085763063
2022091807,839,,No Motion,,LA,pass,7.0,0.167389194481075
2022091807,863,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,pass,10.0,0.824453351902775
2022091807,897,Brandon Powell,Exit,Drifting Right and Downfield,LA,pass,6.0,0.256678915699013
2022091807,926,,No Motion,,LA,run,8.0,0.649148665950634
2022091807,973,,No Motion,,LA,run,8.0,0.367726009339094
2022091807,994,Tyler Higbee,Rocket,Moving Right Across Formation,LA,run,3.0,0.727708573802374
2022091807,1030,,No Motion,,LA,run,8.0,1.5696115748724
2022091807,1374,Cooper Kupp,In,Moving Left Across Formation,LA,run,3.0,-0.363056562724523
2022091807,1399,Cooper Kupp,Fly,Moving Right Across Formation,LA,pass,9.0,0.950795021140948
2022091807,1430,,No Motion,,LA,pass,20.0,1.14886973518878
2022091807,1459,Cooper Kupp,Fly,Moving Right Across Formation,LA,pass,17.0,0.961981088737957
2022091807,1483,,No Motion,,LA,pass,3.0,-0.0216542629641481
2022091807,1512,,No Motion,,LA,pass,0.0,-4.60357588721672
2022091807,1642,Cooper Kupp,Unknown Motion Type,Drifting Left and Upfield,LA,pass,2.0,1.0398361934931
2022091807,1699,Darrell Henderson,In,Moving Left Across Formation,LA,pass,0.0,-0.642635053605773
2022091807,1721,,No Motion,,LA,pass,3.0,1.72947774222121
2022091807,1902,,No Motion,,LA,pass,15.0,0.832582997623831
2022091807,1926,Cooper Kupp,Rocket,Moving Right Across Formation,LA,run,1.0,-0.482256708433852
2022091807,1947,,No Motion,,LA,pass,19.0,1.69067320274189
2022091807,1971,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,8.0,0.477815111167729
2022091807,1995,Ben Skowronek,Unknown Motion Type,Drifting Left and Downfield,LA,run,1.0,-0.472533093881793
2022091807,2016,,No Motion,,LA,run,3.0,0.66352012695279
2022091807,2039,,No Motion,,LA,pass,12.0,0.689810728887096
2022091807,2068,,No Motion,,LA,run,6.0,0.101438820478506
2022091807,2089,,No Motion,,LA,pass,0.0,-0.73898954235483
2022091807,2111,Cooper Kupp,Fly,Drifting Left and Downfield,LA,pass,10.0,2.396654372802
2022091807,2272,Tutu Atwell,Rocket,Moving Right Across Formation,LA,run,3.0,-0.326742773409933
2022091807,2293,Tutu Atwell,Rocket,Moving Right Across Formation,LA,pass,0.0,-6.36313267820515
2022091807,2501,,No Motion,,LA,pass,0.0,-0.612913527525961
2022091807,2523,Darrell Henderson,Fly,Drifting Right and Upfield,LA,pass,0.0,-0.808640588540584
2022091807,2556,Darrell Henderson,Unknown Motion Type,Moving Left Across Formation,LA,pass,29.0,3.2000977647258
2022091807,2580,,No Motion,,LA,pass,8.0,0.392237648949958
2022091807,2639,Ben Skowronek,Exit,Moving Left Across Formation,LA,pass,7.0,0.829978452180512
2022091807,2666,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,run,4.0,-0.213872042950243
2022091807,2727,,No Motion,,LA,pass,4.0,-0.215007451712154
2022091807,2751,,No Motion,,LA,pass,12.0,1.18050941248657
2022091807,2775,,No Motion,,LA,run,6.0,0.639323190262076
2022091807,2796,,No Motion,,LA,pass,0.0,-0.390979670512024
2022091807,2818,Tyler Higbee,Glide,Drifting Left and Downfield,LA,pass,0.0,-2.90146971420602
2022091807,3099,Cooper Kupp,Laser,Moving Left Across Formation,LA,run,-1.0,-1.02090918761678
2022091807,3120,,No Motion,,LA,pass,7.0,0.280982710188255
2022091807,3144,Darrell Henderson,Unknown Motion Type,Drifting Right and Upfield,LA,pass,8.0,1.27293217508122
2022091807,3168,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,run,5.0,-0.0383358725812286
2022091807,3189,,No Motion,,LA,run,-3.0,-1.13914337637834
2022091807,3210,Darrell Henderson,In,Moving Left Across Formation,LA,pass,0.0,-1.32216177834198
2022091807,3296,,No Motion,,LA,run,4.0,-0.0699581312946975
2022091807,3317,,No Motion,,LA,run,2.0,-0.26751275092829
2022091807,3338,,No Motion,,LA,pass,9.0,-3.95249113382306
2022091807,3518,,No Motion,,LA,run,5.0,-0.269039407605305
2022091807,3541,,No Motion,,LA,run,-3.0,-0.567091650678776
2022091807,3569,,No Motion,,LA,run,1.0,-0.24922968656756
2022092510,181,Cooper Kupp,Fly,Drifting Left and Downfield,LA,pass,9.0,0.157866769703105
2022092510,210,Cooper Kupp,Fly,Drifting Left and Downfield,LA,pass,16.0,1.93247907143086
2022092510,234,,No Motion,,LA,run,6.0,0.305516049033031
2022092510,255,Allen Robinson,Rocket,Moving Right Across Formation,LA,pass,10.0,0.940675708814524
2022092510,284,Brandon Powell,Unknown Motion Type,Drifting Left and Downfield,LA,pass,0.0,-0.394582513137721
2022092510,319,Ben Skowronek,Laser,Moving Left Across Formation,LA,pass,0.0,-0.991781744873151
2022092510,353,,No Motion,,LA,pass,0.0,-1.64695888436464
2022092510,504,,No Motion,,LA,run,-1.0,-0.747696866281331
2022092510,525,,No Motion,,LA,pass,14.0,1.69301031297073
2022092510,572,Tutu Atwell,Laser,Moving Left Across Formation,LA,pass,19.0,1.73086795536801
2022092510,645,,No Motion,,LA,run,4.0,0.849001839873381
2022092510,855,,No Motion,,LA,pass,28.0,1.8326965731103
2022092510,879,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,26.0,1.89207229251042
2022092510,945,Cooper Kupp,Laser,Moving Left Across Formation,LA,run,3.0,-0.112101159407757
2022092510,966,Cooper Kupp,Fly,Moving Left Across Formation,LA,pass,0.0,-0.607480590231717
2022092510,988,,No Motion,,LA,pass,6.0,-0.329594104939199
2022092510,1134,,No Motion,,LA,pass,8.0,0.687143614282832
2022092510,1158,,No Motion,,LA,pass,0.0,-0.812693284824491
2022092510,1203,,No Motion,,LA,pass,0.0,-1.39948300248943
2022092510,1817,,No Motion,,LA,pass,4.0,-0.144965545856394
2022092510,1841,,No Motion,,LA,pass,0.0,-0.637884579831734
2022092510,2215,Ben Skowronek,Unknown Motion Type,Drifting Right and Downfield,LA,run,5.0,0.046079455409199
2022092510,2236,Ben Skowronek,Unknown Motion Type,Drifting Right and Downfield,LA,pass,-10.0,-2.19948715204373
2022092510,2255,Tyler Higbee,Unknown Motion Type,Drifting Right and Upfield,LA,pass,10.0,-0.177030383609235
2022092510,2755,,No Motion,,LA,run,9.0,0.0995841370895505
2022092510,2776,,No Motion,,LA,pass,0.0,-0.778709555510432
2022092510,2798,,No Motion,,LA,pass,11.0,2.29220676328987
2022092510,2822,Ben Skowronek,Unknown Motion Type,Drifting Right and Downfield,LA,pass,26.0,1.83436833741143
2022092510,2846,,No Motion,,LA,run,5.0,-0.0199133902788162
2022092510,2870,Ben Skowronek,Laser,Moving Left Across Formation,LA,run,14.0,1.32314144168049
2022092510,2891,,No Motion,,LA,run,6.0,0.32072631479241
2022092510,2912,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,run,14.0,2.00618787412532
2022092510,3311,,No Motion,,LA,run,-2.0,-1.09168601338752
2022092510,3332,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,pass,11.0,1.30631003878079
2022092510,3356,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,32.0,2.27738597732969
2022092510,3380,Ben Skowronek,Laser,Moving Left Across Formation,LA,run,12.0,0.796413220581599
2022092510,3406,,No Motion,,LA,pass,4.0,-0.0807335556019098
2022092510,3435,Ben Skowronek,Unknown Motion Type,Drifting Right and Upfield,LA,pass,15.0,1.72897207707865
2022092510,3464,,No Motion,,LA,run,1.0,-0.0323825691593811
2022092510,3485,,No Motion,,LA,run,-2.0,-5.96185360330855
2022092510,3999,,No Motion,,LA,qb_kneel,-1.0,-0.919627624040004
2022092510,4020,,No Motion,,LA,qb_kneel,-1.0,-1.51703003194416
2022100300,59,,No Motion,,LA,run,4.0,0.0111171961762011
2022100300,80,,No Motion,,LA,pass,7.0,0.811103018932045
2022100300,109,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,run,1.0,-0.555634662043303
2022100300,130,,No Motion,,LA,pass,8.0,0.748040940612555
2022100300,158,,No Motion,,LA,pass,10.0,1.11508702137507
2022100300,182,,No Motion,,LA,run,4.0,-0.126385810784996
2022100300,203,,No Motion,,LA,pass,10.0,1.05420345871244
2022100300,227,,No Motion,,LA,pass,4.0,-0.0744998578447849
2022100300,251,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,run,1.0,-0.449853477068245
2022100300,272,,No Motion,,LA,pass,7.0,1.25471408112207
2022100300,324,Cooper Kupp,Unknown Motion Type,Drifting Left and Downfield,LA,pass,6.0,0.245618735556491
2022100300,348,Darrell Henderson,Laser,Moving Left Across Formation,LA,pass,-10.0,-1.6074777363101
2022100300,367,,No Motion,,LA,run,7.0,-0.166784565293837
2022100300,690,,No Motion,,LA,run,2.0,-0.465861988952383
2022100300,711,,No Motion,,LA,pass,0.0,-0.7288596292492
2022100300,733,,No Motion,,LA,pass,-9.0,-2.13908381597139
2022100300,963,,No Motion,,LA,pass,0.0,-0.547811945900321
2022100300,992,,No Motion,,LA,run,1.0,-0.702065093908459
2022100300,1013,Darrell Henderson,Unknown Motion Type,Drifting Right and Downfield,LA,pass,0.0,-1.25461454992183
2022100300,1149,Ben Skowronek,Unknown Motion Type,Drifting Right and Upfield,LA,pass,7.0,0.451066660927609
2022100300,1178,Tyler Higbee,Laser,Moving Left Across Formation,LA,run,2.0,-0.177905938355252
2022100300,1226,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,run,6.0,0.242342910030857
2022100300,1247,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,pass,7.0,0.558948911493644
2022100300,1271,Cooper Kupp,Laser,Moving Left Across Formation,LA,pass,18.0,1.05402163078543
2022100300,1303,Cooper Kupp,Laser,Moving Left Across Formation,LA,run,11.0,0.576760945608839
2022100300,1324,,No Motion,,LA,pass,-2.0,-0.919294680061284
2022100300,1348,,No Motion,,LA,pass,0.0,-0.717352359963115
2022100300,1379,,No Motion,,LA,pass,0.0,-0.630242408310317
2022100300,1609,,No Motion,,LA,pass,0.0,-0.434448787709698
2022100300,1631,Cooper Kupp,Glide,Drifting Left and Downfield,LA,run,5.0,-0.117423316230997
2022100300,1652,Darrell Henderson,In,Moving Right Across Formation,LA,pass,7.0,1.14521409710869
2022100300,1683,,No Motion,,LA,pass,8.0,0.150842748349532
2022100300,1711,,No Motion,,LA,pass,-11.0,-1.3219016061048
2022100300,1734,,No Motion,,LA,pass,-9.0,-0.62248141161399
2022100300,2085,Cooper Kupp,Rocket,Moving Right Across Formation,LA,pass,4.0,-0.224172408226877
2022100300,2109,,No Motion,,LA,pass,12.0,1.32515777181834
2022100300,2142,,No Motion,,LA,pass,16.0,1.12388227507472
2022100300,2170,,No Motion,,LA,run,3.0,-0.247637785039842
2022100300,2219,,No Motion,,LA,pass,0.0,-0.514465511892922
2022100300,2252,,No Motion,,LA,pass,7.0,0.346354038454592
2022100300,2276,,No Motion,,LA,pass,2.0,-0.864128121058457
2022100300,2304,,No Motion,,LA,run,4.0,1.98866487888154
2022100300,2329,,No Motion,,LA,pass,-1.0,-0.791961714625359
2022100300,2385,Brandon Powell,Rocket,Moving Right Across Formation,LA,run,-3.0,-1.12693396199029
2022100300,2406,,No Motion,,LA,pass,14.0,1.82430183852557
2022100300,2440,Cooper Kupp,Unknown Motion Type,Drifting Right and Upfield,LA,pass,0.0,-0.518010705010965
2022100300,2470,,No Motion,,LA,pass,0.0,-0.84199533064384
2022100300,2499,,No Motion,,LA,pass,0.0,-1.13597320848417
2022100300,2900,Cooper Kupp,Rocket,Moving Right Across Formation,LA,run,-2.0,-0.971861572936177
2022100300,2921,,No Motion,,LA,pass,2.0,-0.263946244027466
2022100300,2959,,No Motion,,LA,pass,0.0,-1.23219272168353
2022100300,3220,,No Motion,,LA,run,2.0,-0.445150776300579
