play_id,old_game_id,posteam,yards_gained,epa,passer_player_name,passing_yards,receiver_player_name,series,series_success,series_result
1,2022091107,,,0.0,,,,1,1,First down
43,2022091107,NYJ,0.0,-0.443521179258823,,,,1,1,First down
68,2022091107,NYJ,19.0,1.46881923265755,,,,1,1,First down
89,2022091107,NYJ,0.0,-0.492192422039807,J.Flacco,,Mi.Carter,2,0,Punt
115,2022091107,NYJ,5.0,-0.325931259430945,,,,2,0,Punt
136,2022091107,NYJ,0.0,-2.40220025926828,J.Flacco,,,2,0,Punt
172,2022091107,NYJ,0.0,-0.231632089708,,,,2,0,Punt
202,2022091107,BAL,4.0,0.0751274824142456,L.Jackson,4.0,R.Bateman,3,1,First down
230,2022091107,BAL,4.0,-0.105120291467756,L.Jackson,4.0,D.Duvernay,3,1,First down
254,2022091107,BAL,4.0,0.895055219996721,,,,3,1,First down
275,2022091107,BAL,0.0,-0.529274165164679,,,,4,0,Punt
301,2022091107,BAL,8.0,0.411131828092039,L.Jackson,8.0,D.Duvernay,4,0,Punt
330,2022091107,BAL,1.0,-1.86657185154036,,,,4,0,Punt
351,2022091107,,0.0,0.0,,,,4,0,Punt
368,2022091107,BAL,0.0,-0.542897968553007,,,,4,0,Punt
391,2022091107,NYJ,-2.0,-1.05882230238058,,,,5,1,First down
412,2022091107,NYJ,3.0,-0.179725560126826,J.Flacco,3.0,Br.Hall,5,1,First down
436,2022091107,NYJ,0.0,1.66720342123881,,,,5,1,First down
469,2022091107,NYJ,1.0,-0.602929739747196,,,,6,0,Punt
490,2022091107,NYJ,0.0,-0.752288276329637,,,,6,0,Punt
511,2022091107,NYJ,0.0,-1.42365120025352,J.Flacco,,C.Davis,6,0,Punt
533,2022091107,NYJ,0.0,0.653155346866697,,,,6,0,Punt
552,2022091107,BAL,0.0,-0.547003813553602,L.Jackson,,I.Likely,7,0,Punt
574,2022091107,BAL,1.0,-0.82677958952263,,,,7,0,Punt
595,2022091107,BAL,0.0,-1.20748514169827,L.Jackson,,I.Likely,7,0,Punt
617,2022091107,BAL,0.0,0.448256644420326,,,,7,0,Punt
636,2022091107,NYJ,24.0,1.55097722844221,J.Flacco,24.0,E.Moore,8,1,First down
660,2022091107,NYJ,1.0,-0.742475949460641,,,,9,0,Turnover
697,2022091107,NYJ,0.0,-6.81797308416571,J.Flacco,,L.Cager,9,0,Turnover
723,2022091107,BAL,-1.0,-0.80613065965008,,,,10,0,Field goal
744,2022091107,BAL,8.0,0.329789958486799,L.Jackson,8.0,D.Robinson,10,0,Field goal
768,2022091107,BAL,0.0,-1.4390971692093,L.Jackson,,I.Likely,10,0,Field goal
790,2022091107,BAL,0.0,0.0519091918296444,,,,10,0,Field goal
809,2022091107,NYJ,0.0,0.0,,,,11,0,Punt
824,2022091107,NYJ,0.0,-0.557100749574602,J.Flacco,,C.Davis,11,0,Punt
846,2022091107,NYJ,0.0,-0.768590589985251,J.Flacco,,Br.Hall,11,0,Punt
868,2022091107,NYJ,9.0,-0.118671762757003,J.Flacco,9.0,G.Wilson,11,0,Punt
892,2022091107,NYJ,0.0,-0.191776442341506,,,,11,0,Punt
911,2022091107,BAL,11.0,0.727495953906327,L.Jackson,11.0,D.Robinson,12,1,First down
935,2022091107,BAL,2.0,-0.340441808104515,L.Jackson,2.0,J.Hill,13,0,Punt
959,2022091107,BAL,3.0,-0.369019965641201,,,,13,0,Punt
980,2022091107,BAL,,0.0,,,,13,0,Punt
999,2022091107,BAL,0.0,-1.22902474272996,L.Jackson,,R.Bateman,13,0,Punt
1021,2022091107,BAL,0.0,-0.41431828122586,,,,13,0,Punt
1051,2022091107,NYJ,15.0,0.892099612392485,J.Flacco,15.0,C.Davis,14,1,First down
1075,2022091107,NYJ,11.0,0.574854956008494,J.Flacco,11.0,Mi.Carter,15,1,First down
1099,2022091107,NYJ,4.0,-0.201148214517161,,,,16,1,First down
1120,2022091107,NYJ,8.0,0.860027276678011,J.Flacco,8.0,Mi.Carter,16,1,First down
1144,2022091107,NYJ,0.0,-0.412672426085919,,,,17,0,Missed field goal
1165,2022091107,NYJ,6.0,0.0165319272782654,J.Flacco,6.0,B.Berrios,17,0,Missed field goal
1194,2022091107,NYJ,0.0,-1.58944804609078,J.Flacco,,E.Moore,17,0,Missed field goal
1216,2022091107,NYJ,0.0,-3.03808907171456,,,,17,0,Missed field goal
1236,2022091107,BAL,5.0,0.137416838668287,L.Jackson,5.0,M.Andrews,18,1,First down
1260,2022091107,BAL,11.0,0.99698742502369,L.Jackson,11.0,M.Andrews,18,1,First down
1284,2022091107,BAL,0.0,-0.46344814565964,L.Jackson,,,19,0,Punt
1310,2022091107,BAL,-2.0,-1.25331604247913,L.Jackson,,,19,0,Punt
1337,2022091107,BAL,0.0,-1.23391112056561,L.Jackson,,R.Bateman,19,0,Punt
1359,2022091107,BAL,0.0,0.197171040577814,,,,19,0,Punt
1378,2022091107,NYJ,14.0,0.952740140957758,,,,20,1,First down
1399,2022091107,NYJ,5.0,-0.0770818698219955,J.Flacco,5.0,Mi.Carter,21,1,First down
1445,2022091107,NYJ,6.0,0.607285252772272,J.Flacco,6.0,Br.Hall,21,1,First down
1469,2022091107,NYJ,-6.0,-1.2889806246385,J.Flacco,,,22,0,Punt
1488,2022091107,NYJ,-1.0,-0.773501370800659,J.Flacco,,,22,0,Punt
1516,2022091107,NYJ,0.0,-0.815760655561462,J.Flacco,,T.Conklin,22,0,Punt
1538,2022091107,NYJ,0.0,-0.431965802563354,,,,22,0,Punt
1563,2022091107,BAL,0.0,2.11620646086521,,,,23,1,First down
1596,2022091107,BAL,0.0,-0.396996078663506,L.Jackson,,M.Andrews,24,1,Touchdown
1618,2022091107,BAL,5.0,-0.0417655693599954,L.Jackson,5.0,J.Hill,24,1,Touchdown
1642,2022091107,BAL,25.0,3.90299935615622,L.Jackson,25.0,D.Duvernay,24,1,Touchdown
1665,2022091107,BAL,0.0,0.0675730031076331,,,,24,1,Touchdown
1681,2022091107,NYJ,0.0,0.0,,,,25,1,First down
1696,2022091107,NYJ,5.0,0.107008677907288,,,,25,1,First down
1717,2022091107,NYJ,22.0,1.40169732109644,,,,25,1,First down
1738,2022091107,NYJ,3.0,-0.176929562934674,J.Flacco,3.0,B.Berrios,26,1,First down
1779,2022091107,NYJ,13.0,1.19946941966191,J.Flacco,13.0,B.Berrios,26,1,First down
1803,2022091107,NYJ,5.0,-0.289439859392587,,,,27,0,Field goal
1824,2022091107,,0.0,0.0,,,,27,0,Field goal
1841,2022091107,NYJ,0.0,-1.61506366316462,,,,27,0,Field goal
1862,2022091107,,0.0,0.0,,,,27,0,Field goal
1879,2022091107,NYJ,2.0,0.663803012328513,J.Flacco,2.0,T.Conklin,27,0,Field goal
1986,2022091107,,0.0,0.0,,,,27,0,Field goal
1919,2022091107,NYJ,0.0,0.806678344044543,,,,27,0,Field goal
1971,2022091107,BAL,0.0,0.0,,,,28,0,End of half
1994,2022091107,BAL,3.0,-0.128992111363914,,,,28,0,End of half
2015,2022091107,,,,,,,28,0,End of half
2034,2022091107,BAL,0.0,0.0,,,,29,1,First down
2049,2022091107,BAL,2.0,-0.464157560374588,,,,29,1,First down
2070,2022091107,BAL,0.0,-0.762569237034768,L.Jackson,,,29,1,First down
2092,2022091107,BAL,8.0,1.837930993177,,,,29,1,First down
2113,2022091107,BAL,1.0,-0.319372778758407,,,,30,0,Punt
2139,2022091107,BAL,0.0,-0.835419127251953,L.Jackson,,M.Andrews,30,0,Punt
2161,2022091107,BAL,0.0,-1.40382804675028,L.Jackson,,R.Bateman,30,0,Punt
2183,2022091107,BAL,0.0,0.207439849153161,,,,30,0,Punt
2200,2022091107,NYJ,-5.0,-1.355464133434,J.Flacco,,,31,0,Punt
2219,2022091107,NYJ,0.0,-0.83679190883413,J.Flacco,0.0,Mi.Carter,31,0,Punt
2243,2022091107,NYJ,9.0,-0.268760051112622,J.Flacco,9.0,Mi.Carter,31,0,Punt
2267,2022091107,NYJ,0.0,-1.39055124972947,,,,31,0,Punt
2285,2022091107,BAL,15.0,1.08740039600525,L.Jackson,15.0,K.Drake,32,1,First down
2314,2022091107,BAL,6.0,0.318555618403479,,,,33,1,First down
2340,2022091107,BAL,6.0,0.466358285862952,,,,33,1,First down
2361,2022091107,BAL,-1.0,-0.819105062982999,,,,34,1,Touchdown
2385,2022091107,BAL,1.0,-0.367230492760427,,,,34,1,Touchdown
2406,2022091107,BAL,17.0,3.43220745341387,L.Jackson,17.0,D.Duvernay,34,1,Touchdown
2426,2022091107,BAL,0.0,0.0675730031076331,,,,34,1,Touchdown
2442,2022091107,NYJ,0.0,0.0,,,,35,1,First down
2457,2022091107,NYJ,1.0,-0.563372158911079,,,,35,1,First down
2478,2022091107,NYJ,0.0,-0.765841365791857,J.Flacco,,E.Moore,35,1,First down
2500,2022091107,NYJ,0.0,1.69458510982804,,,,35,1,First down
2530,2022091107,NYJ,2.0,-0.39807115145959,,,,36,0,Punt
2551,2022091107,NYJ,6.0,0.262857248075306,,,,36,0,Punt
2572,2022091107,NYJ,0.0,-1.77909165760502,J.Flacco,,C.Davis,36,0,Punt
2594,2022091107,NYJ,0.0,0.137114516925067,,,,36,0,Punt
2613,2022091107,BAL,0.0,-0.596230834722519,L.Jackson,,D.Robinson,37,1,First down
2635,2022091107,BAL,15.0,1.55012563010678,L.Jackson,15.0,M.Andrews,37,1,First down
2659,2022091107,BAL,8.0,0.508673090022057,,,,38,1,First down
2680,2022091107,BAL,10.0,0.689379837131128,,,,38,1,First down
2712,2022091107,BAL,55.0,4.8358819342684,L.Jackson,55.0,R.Bateman,39,1,Touchdown
2732,2022091107,BAL,0.0,0.0675730031076331,,,,39,1,Touchdown
2748,2022091107,NYJ,0.0,-1.06603919202462,,,,40,1,First down
2791,2022091107,NYJ,17.0,1.08296773023903,J.Flacco,17.0,C.Davis,40,1,First down
2803,2022091107,NYJ,8.0,0.516839245799929,J.Flacco,8.0,E.Moore,41,1,First down
3037,2022091107,NYJ,2.0,0.127778810448945,J.Flacco,2.0,Mi.Carter,41,1,First down
2844,2022091107,NYJ,0.0,-0.499975071288645,J.Flacco,,Br.Hall,42,1,First down
2866,2022091107,NYJ,12.0,1.20184116531163,J.Flacco,12.0,C.Davis,42,1,First down
2891,2022091107,NYJ,12.0,0.661143616773188,J.Flacco,12.0,B.Berrios,43,1,First down
2915,2022091107,NYJ,,0.0,,,,44,1,First down
2934,2022091107,NYJ,15.0,0.961494798772037,J.Flacco,15.0,G.Wilson,44,1,First down
2963,2022091107,NYJ,3.0,-0.121899419929832,J.Flacco,3.0,B.Berrios,45,0,Turnover
2987,2022091107,NYJ,6.0,-4.42647881200537,J.Flacco,6.0,Br.Hall,45,0,Turnover
3026,2022091107,BAL,8.0,0.568649079184979,,,,46,1,First down
3071,2022091107,BAL,0.0,-1.56585518410429,,,,46,1,First down
3115,2022091107,BAL,4.0,-0.0428082020953298,L.Jackson,4.0,M.Andrews,46,1,First down
3139,2022091107,BAL,17.0,2.36922633601353,L.Jackson,17.0,M.Andrews,46,1,First down
3163,2022091107,BAL,4.0,-0.117821536492556,,,,47,0,Punt
3184,2022091107,BAL,0.0,-0.754996923496947,L.Jackson,,T.Wallace,47,0,Punt
3206,2022091107,BAL,0.0,-1.23709651571698,L.Jackson,,I.Likely,47,0,Punt
3228,2022091107,BAL,0.0,-1.05557585158385,,,,47,0,Punt
3253,2022091107,NYJ,17.0,1.00361717445776,J.Flacco,17.0,C.Davis,48,1,First down
3277,2022091107,NYJ,0.0,-0.505332788452506,J.Flacco,,T.Conklin,49,1,First down
3299,2022091107,NYJ,6.0,-0.0062835640273988,J.Flacco,6.0,T.Conklin,49,1,First down
3323,2022091107,NYJ,8.0,1.36735186888836,J.Flacco,8.0,E.Moore,49,1,First down
3352,2022091107,NYJ,0.0,-0.46721212589182,J.Flacco,,T.Conklin,50,1,First down
3374,2022091107,NYJ,9.0,0.588326893746853,J.Flacco,9.0,G.Wilson,50,1,First down
3398,2022091107,NYJ,0.0,-1.23062672500964,,,,50,1,First down
3419,2022091107,NYJ,7.0,2.0976584177115,J.Flacco,7.0,C.Davis,50,1,First down
3443,2022091107,NYJ,0.0,-1.2314983974793,,,,51,1,First down
3475,2022091107,NYJ,9.0,0.420504901907407,J.Flacco,9.0,C.Davis,51,1,First down
3503,2022091107,NYJ,5.0,-0.020939439535141,J.Flacco,5.0,T.Conklin,51,1,First down
3527,2022091107,NYJ,3.0,-0.832881442387588,J.Flacco,3.0,Br.Hall,51,1,First down
3551,2022091107,NYJ,4.0,2.13948493351927,J.Flacco,4.0,E.Moore,51,1,First down
3575,2022091107,NYJ,0.0,-0.427314211556222,J.Flacco,,G.Wilson,52,0,Turnover on downs
3601,2022091107,NYJ,4.0,-0.464671535999514,J.Flacco,4.0,Br.Hall,52,0,Turnover on downs
3625,2022091107,NYJ,0.0,-1.24729078495875,J.Flacco,,,52,0,Turnover on downs
3647,2022091107,NYJ,0.0,-2.78932459233329,J.Flacco,,Mi.Carter,52,0,Turnover on downs
3669,2022091107,BAL,0.0,-0.713785994099453,,,,53,0,Turnover
3701,2022091107,,0.0,0.0,,,,53,0,Turnover
3718,2022091107,BAL,7.0,0.275179107673466,L.Jackson,7.0,P.Ricard,53,0,Turnover
3742,2022091107,BAL,1.0,-0.102046698564664,,,,53,0,Turnover
3763,2022091107,BAL,0.0,-2.0007584860432,L.Jackson,,D.Robinson,53,0,Turnover
3789,2022091107,NYJ,0.0,-0.395199656137265,J.Flacco,,Br.Hall,54,1,First down
3811,2022091107,NYJ,16.0,1.46022276266012,J.Flacco,16.0,Br.Hall,54,1,First down
3835,2022091107,NYJ,5.0,0.343052992888261,J.Flacco,5.0,E.Moore,55,1,First down
3864,2022091107,NYJ,0.0,-0.455502388183959,J.Flacco,,G.Wilson,55,1,First down
3886,2022091107,NYJ,0.0,0.98907498337212,,,,55,1,First down
3933,2022091107,NYJ,5.0,0.167394267133204,J.Flacco,5.0,Mi.Carter,56,1,First down
3957,2022091107,NYJ,0.0,-0.619574850890785,J.Flacco,,C.Davis,56,1,First down
3979,2022091107,NYJ,0.0,-1.21457417233614,J.Flacco,,B.Berrios,56,1,First down
4013,2022091107,NYJ,0.0,-0.432155524671543,,,,56,1,First down
4047,2022091107,NYJ,19.0,3.54599444920314,J.Flacco,19.0,G.Wilson,56,1,First down
4071,2022091107,NYJ,0.0,-0.426494381943485,J.Flacco,,G.Wilson,57,1,Touchdown
4093,2022091107,NYJ,0.0,-0.856477315479424,J.Flacco,,G.Wilson,57,1,Touchdown
4115,2022091107,NYJ,3.0,2.31239089829614,J.Flacco,3.0,T.Conklin,57,1,Touchdown
4135,2022091107,NYJ,0.0,-0.932426996892367,,,,57,1,Touchdown
4151,2022091107,BAL,0.0,1.85065865673823,,,,58,0,QB kneel
4171,2022091107,BAL,-1.0,-1.1249479339458,,,,58,0,QB kneel
4200,2022091107,BAL,-1.0,-1.29973899322795,,,,58,0,QB kneel
4221,2022091107,BAL,,,,,,58,0,QB kneel
1,2022090800,,,0.0,,,,1,1,First down
41,2022090800,BUF,0.0,0.0,,,,1,1,First down
56,2022090800,BUF,6.0,0.217842110432684,J.Allen,6.0,S.Diggs,1,1,First down
80,2022090800,BUF,7.0,0.590252485126257,,,,1,1,First down
101,2022090800,BUF,7.0,0.449644862441346,,,,2,1,First down
122,2022090800,BUF,6.0,0.510939435800537,J.Allen,6.0,D.Singletary,2,1,First down
146,2022090800,BUF,2.0,-0.434645395260304,,,,3,1,First down
167,2022090800,BUF,12.0,1.34806486265734,J.Allen,12.0,S.Diggs,3,1,First down
191,2022090800,BUF,1.0,-0.590365699259564,,,,4,1,Touchdown
212,2022090800,BUF,8.0,0.769604818080552,J.Allen,8.0,Z.Moss,4,1,Touchdown
236,2022090800,BUF,26.0,3.13041116169188,J.Allen,26.0,G.Davis,4,1,Touchdown
261,2022090800,BUF,0.0,0.0511715660706391,,,,4,1,Touchdown
277,2022090800,LA,0.0,-0.465860614553094,,,,5,1,First down
299,2022090800,LA,5.0,-0.190116306766868,,,,5,1,First down
320,2022090800,LA,0.0,-0.432916177902371,,,,5,1,First down
343,2022090800,LA,2.0,-0.724307159427553,,,,5,1,First down
364,2022090800,LA,23.0,2.87652461393736,M.Stafford,23.0,C.Kupp,5,1,First down
393,2022090800,LA,1.0,-0.456691827392206,,,,6,1,First down
414,2022090800,LA,10.0,1.14732761122286,M.Stafford,10.0,T.Higbee,6,1,First down
438,2022090800,LA,4.0,-0.312563573708758,M.Stafford,4.0,B.Skowronek,7,0,Punt
467,2022090800,LA,-8.0,-1.8166618484538,M.Stafford,,,7,0,Punt
486,2022090800,LA,6.0,-0.902344594709575,M.Stafford,6.0,C.Kupp,7,0,Punt
510,2022090800,LA,0.0,-0.359670256497338,,,,7,0,Punt
529,2022090800,BUF,7.0,0.307717371499166,,,,8,1,First down
550,2022090800,BUF,-1.0,-1.04741191631183,J.Allen,,,8,1,First down
569,2022090800,BUF,10.0,1.75816159322858,J.Allen,10.0,S.Diggs,8,1,First down
593,2022090800,BUF,11.0,0.700144884642214,J.Allen,11.0,J.Crowder,9,1,First down
617,2022090800,BUF,12.0,0.798386420123279,J.Allen,12.0,I.McKenzie,10,1,First down
646,2022090800,BUF,5.0,1.32576319528744,J.Allen,5.0,D.Knox,11,1,First down
692,2022090800,BUF,3.0,-0.175532865338027,J.Allen,3.0,S.Diggs,12,0,Turnover
721,2022090800,BUF,0.0,-5.01456185616553,J.Allen,,I.McKenzie,12,0,Turnover
754,2022090800,LA,0.0,-0.627405299339443,,,,13,0,Punt
775,2022090800,LA,6.0,0.158298097550869,M.Stafford,6.0,C.Kupp,13,0,Punt
799,2022090800,LA,,0.0,,,,13,0,Punt
818,2022090800,LA,1.0,-1.62181922933087,M.Stafford,1.0,D.Henderson,13,0,Punt
842,2022090800,LA,0.0,-0.798271319828928,,,,13,0,Punt
867,2022090800,BUF,2.0,-0.551209050696343,J.Allen,2.0,Z.Moss,14,0,Turnover
896,2022090800,BUF,2.0,-4.82523469836451,,,,14,0,Turnover
933,2022090800,LA,0.0,-0.532397968694568,,,,15,0,Turnover
954,2022090800,LA,0.0,-4.89537463267334,M.Stafford,,T.Higbee,15,0,Turnover
980,2022090800,BUF,5.0,-0.0837874270509928,J.Allen,5.0,G.Davis,16,1,First down
1009,2022090800,BUF,3.0,-0.205861645517871,,,,16,1,First down
1030,2022090800,BUF,10.0,1.39239250426181,J.Allen,10.0,G.Davis,16,1,First down
1054,2022090800,BUF,21.0,1.35676923510619,J.Allen,21.0,S.Diggs,17,1,First down
1078,2022090800,BUF,4.0,-0.182250518002547,J.Allen,4.0,Z.Moss,18,0,Field goal
1102,2022090800,BUF,2.0,-0.148179297451861,J.Allen,2.0,Z.Moss,18,0,Field goal
1126,2022090800,BUF,0.0,-1.56967628397458,J.Allen,,G.Davis,18,0,Field goal
1153,2022090800,BUF,0.0,0.777634357562665,,,,18,0,Field goal
1172,2022090800,LA,0.0,0.745738152647391,,,,19,1,First down
1187,2022090800,LA,4.0,-0.100456628715619,,,,19,1,First down
1208,2022090800,LA,0.0,-0.771847519557923,M.Stafford,,T.Atwell,19,1,First down
1230,2022090800,LA,12.0,1.80397455696948,M.Stafford,12.0,B.Skowronek,19,1,First down
1254,2022090800,LA,3.0,0.527520344243385,,,,20,1,First down
1286,2022090800,LA,6.0,0.234810821944848,M.Stafford,6.0,C.Kupp,21,1,First down
1315,2022090800,LA,-10.0,-2.14713167364243,M.Stafford,,,21,1,First down
1334,2022090800,LA,12.0,0.422372142085806,M.Stafford,12.0,Al.Robinson,21,1,First down
1358,2022090800,LA,3.0,2.02853563474491,M.Stafford,3.0,C.Kupp,21,1,First down
1385,2022090800,LA,18.0,1.25161086465232,,,,22,1,First down
1406,2022090800,LA,3.0,0.0955476801027544,,,,23,1,Touchdown
1427,2022090800,LA,4.0,1.46390607504873,M.Stafford,4.0,C.Kupp,23,1,Touchdown
1452,2022090800,LA,0.0,0.0511715660706391,,,,23,1,Touchdown
1468,2022090800,BUF,0.0,0.0,,,,24,1,First down
1483,2022090800,BUF,2.0,-0.414966419572011,,,,24,1,First down
1504,2022090800,BUF,-4.0,-0.829325379803777,J.Allen,,,24,1,First down
1523,2022090800,,0.0,0.0,,,,24,1,First down
1540,2022090800,BUF,0.0,0.495110284304246,,,,24,1,First down
1563,2022090800,BUF,10.0,1.54752875538543,J.Allen,10.0,S.Diggs,24,1,First down
1609,2022090800,BUF,0.0,-4.59440824121702,J.Allen,,J.Crowder,25,0,Turnover
1635,2022090800,LA,0.0,-0.399730197270401,M.Stafford,,T.Higbee,26,1,First down
1657,2022090800,LA,0.0,-0.469972457038239,M.Stafford,,C.Kupp,26,1,First down
1679,2022090800,LA,0.0,1.17021359148202,,,,26,1,First down
1712,2022090800,LA,9.0,0.689841408864595,M.Stafford,9.0,C.Kupp,27,1,First down
1736,2022090800,LA,0.0,-0.470122479076963,,,,27,1,First down
1757,2022090800,LA,2.0,0.15880790958181,,,,27,1,First down
1783,2022090800,,0.0,0.0,,,,28,0,Field goal
1800,2022090800,LA,-9.0,-1.18183592805872,M.Stafford,,,28,0,Field goal
1819,2022090800,,0.0,0.0,,,,28,0,Field goal
1836,2022090800,LA,-1.0,-0.452746068722062,M.Stafford,-1.0,C.Kupp,28,0,Field goal
1871,2022090800,,0.0,0.0,,,,28,0,Field goal
1888,2022090800,LA,0.0,1.22711268819492,,,,28,0,Field goal
1907,2022090800,,,,,,,28,0,Field goal
1924,2022090800,LA,0.0,-0.979083483573049,,,,29,0,Punt
1946,2022090800,LA,2.0,-0.550089620053768,,,,29,0,Punt
1967,2022090800,LA,4.0,-0.130681387148798,M.Stafford,4.0,D.Henderson,29,0,Punt
1991,2022090800,LA,-7.0,-2.34319656807929,M.Stafford,,,29,0,Punt
2024,2022090800,LA,0.0,0.035614444874227,,,,29,0,Punt
2043,2022090800,BUF,12.0,0.863278128439561,,,,30,1,First down
2072,2022090800,BUF,1.0,-0.546009890502319,,,,31,1,First down
2093,2022090800,BUF,7.0,0.148121458943933,,,,31,1,First down
2114,2022090800,BUF,0.0,-0.957580982940271,,,,31,1,First down
2137,2022090800,BUF,8.0,2.02841914980672,,,,31,1,First down
2163,2022090800,BUF,13.0,0.996034917770885,,,,32,1,First down
2184,2022090800,BUF,7.0,0.367246571462601,J.Allen,7.0,S.Diggs,33,1,First down
2208,2022090800,BUF,8.0,0.539186447509564,J.Allen,8.0,D.Singletary,33,1,First down
2232,2022090800,BUF,7.0,1.43515156954527,J.Allen,7.0,I.McKenzie,34,1,Touchdown
2257,2022090800,BUF,0.0,0.0511715660706391,,,,34,1,Touchdown
2273,2022090800,LA,0.0,0.0,,,,35,1,First down
2288,2022090800,LA,0.0,-0.626889100298285,M.Stafford,,,35,1,First down
2307,2022090800,LA,23.0,2.00161885190755,M.Stafford,23.0,C.Kupp,35,1,First down
2336,2022090800,LA,10.0,0.518132671015337,M.Stafford,10.0,D.Henderson,36,1,First down
2360,2022090800,LA,1.0,-0.479756139218807,,,,37,0,Punt
2381,2022090800,LA,-9.0,-1.93873637192883,M.Stafford,,,37,0,Punt
2400,2022090800,LA,0.0,-1.31684104818851,M.Stafford,,B.Skowronek,37,0,Punt
2422,2022090800,LA,0.0,0.0129551626741886,,,,37,0,Punt
2441,2022090800,BUF,0.0,-1.02633710531518,,,,38,1,First down
2464,2022090800,BUF,8.0,0.618947962298989,,,,38,1,First down
2485,2022090800,BUF,8.0,0.984484274871647,,,,38,1,First down
2506,2022090800,BUF,0.0,-0.632261678110808,,,,39,1,First down
2527,2022090800,BUF,11.0,1.4960400541313,J.Allen,11.0,J.Crowder,39,1,First down
2551,2022090800,BUF,1.0,-0.560184169560671,,,,40,1,First down
2572,2022090800,BUF,4.0,-0.327180180698633,J.Allen,4.0,Z.Moss,40,1,First down
2599,2022090800,BUF,6.0,1.56275816983543,J.Allen,6.0,J.Crowder,40,1,First down
2623,2022090800,BUF,0.0,-0.522906138328835,J.Allen,,D.Knox,41,1,First down
2648,2022090800,BUF,3.0,-0.600495358463377,,,,41,1,First down
2669,2022090800,BUF,,0.0,,,,41,1,First down
2688,2022090800,BUF,47.0,4.56522039987613,J.Allen,47.0,G.Davis,41,1,First down
2712,2022090800,BUF,2.0,-0.137194227310829,,,,42,1,Touchdown
2733,2022090800,BUF,0.0,-1.00648655788973,J.Allen,,S.Diggs,42,1,Touchdown
2755,2022090800,BUF,4.0,2.43529273173772,,,,42,1,Touchdown
2777,2022090800,BUF,0.0,0.0511715660706391,,,,42,1,Touchdown
2793,2022090800,LA,0.0,-0.371590529102832,,,,43,1,First down
2815,2022090800,LA,10.0,0.818054475355893,M.Stafford,10.0,B.Powell,43,1,First down
2839,2022090800,LA,0.0,-0.579495721962303,,,,44,1,First down
2860,2022090800,LA,7.0,-0.0241680638864636,M.Stafford,7.0,C.Kupp,44,1,First down
2884,2022090800,LA,4.0,1.19351971358992,M.Stafford,4.0,T.Higbee,44,1,First down
2908,2022090800,LA,0.0,-4.67126974882558,M.Stafford,,C.Kupp,45,0,Turnover
2934,2022090800,BUF,1.0,-0.536101025063545,J.Allen,1.0,Z.Moss,46,1,Touchdown
2958,2022090800,BUF,5.0,-0.0225413148291409,,,,46,1,Touchdown
2979,2022090800,BUF,53.0,5.41386215551756,J.Allen,53.0,S.Diggs,46,1,Touchdown
3004,2022090800,BUF,0.0,0.0511715660706391,,,,46,1,Touchdown
3020,2022090800,LA,0.0,-0.24190872721374,,,,47,1,First down
3047,2022090800,LA,0.0,-0.571538988966495,M.Stafford,,T.Higbee,47,1,First down
3069,2022090800,LA,0.0,-0.633857381064445,,,,47,1,First down
3092,2022090800,LA,5.0,-0.0977661139331758,M.Stafford,5.0,D.Henderson,47,1,First down
3121,2022090800,LA,9.0,-0.169296331238002,M.Stafford,9.0,T.Higbee,47,1,First down
3145,2022090800,LA,1.0,2.15821085567586,,,,47,1,First down
3166,2022090800,LA,6.0,0.270945283351466,M.Stafford,6.0,C.Kupp,48,1,First down
3190,2022090800,LA,5.0,0.323833234142512,M.Stafford,5.0,T.Higbee,48,1,First down
3214,2022090800,LA,0.0,-6.05082187009975,M.Stafford,,T.Higbee,49,0,Turnover
3262,2022090800,BUF,13.0,0.806727903487626,,,,50,1,First down
3283,2022090800,BUF,4.0,-0.18660939252004,,,,51,0,Turnover
3304,2022090800,BUF,2.0,-4.72420091467211,,,,51,0,Turnover
3341,2022090800,LA,9.0,0.727636121446267,,,,52,1,First down
3362,2022090800,LA,-1.0,-0.86936354264617,,,,52,1,First down
3383,2022090800,LA,8.0,1.17996164935175,M.Stafford,8.0,C.Kupp,52,1,First down
3407,2022090800,LA,6.0,0.0342473172349855,M.Stafford,6.0,D.Henderson,53,1,First down
3431,2022090800,LA,5.0,0.480796431540512,M.Stafford,5.0,B.Skowronek,53,1,First down
3455,2022090800,LA,0.0,-0.505541497957893,M.Stafford,,T.Higbee,54,1,First down
3489,2022090800,LA,11.0,1.21839291590732,M.Stafford,11.0,T.Higbee,54,1,First down
3513,2022090800,LA,4.0,-0.0846372448140755,M.Stafford,4.0,B.Skowronek,55,1,First down
3537,2022090800,LA,0.0,-0.582680362043902,M.Stafford,,B.Skowronek,55,1,First down
3559,2022090800,,0.0,0.0,,,,55,1,First down
3576,2022090800,LA,28.0,2.81562857487006,M.Stafford,28.0,C.Kupp,55,1,First down
3617,2022090800,LA,-6.0,-1.27972845704062,M.Stafford,,,56,0,Turnover on downs
3636,2022090800,LA,2.0,-0.607236078591086,,,,56,0,Turnover on downs
3657,2022090800,,0.0,0.0,,,,56,0,Turnover on downs
3674,2022090800,LA,0.0,-0.533293836459052,M.Stafford,,T.Higbee,56,0,Turnover on downs
