nflId,displayName,position,Team,final_rating
42345.0,Marcus Mariota,QB,ATL,1
54042.0,Caleb Huntley,RB,ATL,1
54616.0,Tyler Allgeier,RB,ATL,9
41808.0,Keith Smith,FB,ATL,1
42899.0,Damiere Byrd,WR,ATL,1
48374.0,Olamide Zaccheaus,WR,ATL,9
54473.0,Drake London,WR,ATL,1
48723.0,Parker Hesse,TE,ATL,1
53433.0,Kyle Pitts,TE,ATL,9
41232.0,Jake Matthews,T,ATL,1
47814.0,Kaleb McGary,T,ATL,1
45550.0,Elijah Wilkinson,G,ATL,1
47797.0,Chris Lindstrom,G,ATL,1
53543.0,Drew Dalman,C,ATL,1
53577.0,Ta'Quon Graham,DE,ATL,1
42480.0,Grady Jarrett,DT,ATL,1
46771.0,Abdullah Anderson,DT,ATL,1
46091.0,Rashaan Evans,LB,ATL,1
46135.0,Lorenzo Carter,LB,ATL,1
52527.0,Mykal Walker,LB,ATL,1
53611.0,Adetokunbo Ogundeji,LB,ATL,1
46278.0,Cornell Armstrong,CB,ATL,1
53537.0,Darren Hall,CB,ATL,1
42901.0,Dean Marlowe,SS,ATL,1
53469.0,Richie Grant,SS,ATL,1
44901.0,D'Onta Foreman,RB,CAR,1
46093.0,D.J. Moore,WR,CAR,1
53488.0,Terrace Marshall,WR,CAR,1
46170.0,Ian Thomas,TE,CAR,1
53512.0,Tommy Tremble,TE,CAR,1
44876.0,Taylor Moton,T,CAR,1
53499.0,Brady Christensen,T,CAR,1
54471.0,Ikem Ekwonu,T,CAR,1
46102.0,Austin Corbett,G,CAR,1
46284.0,Bradley Bozeman,C,CAR,1
43441.0,Matt Ioannidis,DT,CAR,9
52415.0,Derrick Brown,DT,CAR,1
52592.0,Bravvion Roy,DT,CAR,8
54948.0,Marquan McCall,NT,CAR,1
42368.0,Shaq Thompson,LB,CAR,9
46527.0,Frankie Luvu,LB,CAR,1
47799.0,Brian Burns,LB,CAR,9
52446.0,Yetur Gross-Matos,LB,CAR,1
52417.0,C.J. Henderson,CB,CAR,9
53437.0,Jaycee Horn,CB,CAR,1
53595.0,Keith Taylor,CB,CAR,3
45004.0,Xavier Woods,FS,CAR,1
52852.0,Myles Hartsfield,FS,CAR,1
52409.0,Joe Burrow,QB,CIN,1
44860.0,Joe Mixon,RB,CIN,1
44927.0,Samaje Perine,RB,CIN,9
43344.0,Tyler Boyd,WR,CIN,9
43495.0,Mike Thomas,WR,CIN,7
44990.0,Trent Taylor,WR,CIN,2
48530.0,Stanley Morgan,WR,CIN,1
53434.0,Ja'Marr Chase,WR,CIN,6
46094.0,Hayden Hurst,TE,CIN,1
47835.0,Drew Sample,TE,CIN,9
42654.0,La'el Collins,T,CIN,1
