passer_player_name,receiver_player_name,pass_location,passResult,pass_count,C,I,IN,total_passes,C %,I %,S %,IN %,R %,left %,middle %,right %,C left %,C middle %,C right %,I left %,I middle %,I right %,S left %,S middle %,S right %,IN left %,IN middle %,IN right %,R left %,R middle %,R right %
C.Claypool,D.Watt,left,C,1,1,0,0,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,left,C,9,15,8,2,25,60.0,32.0,0.0,8.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,left,I,2,15,8,2,25,60.0,32.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,left,IN,2,15,8,2,25,60.0,32.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,middle,C,2,15,8,2,25,60.0,32.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,middle,I,2,15,8,2,25,60.0,32.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,right,C,4,15,8,2,25,60.0,32.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,C.Claypool,right,I,4,15,8,2,25,60.0,32.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,Co.Heyward,left,C,1,3,0,0,3,100.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,Co.Heyward,right,C,2,3,0,0,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,left,C,10,21,14,3,38,55.26,36.84,0.0,7.89,0.0,26.32,0.0,0.0,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,left,I,6,21,14,3,38,55.26,36.84,0.0,7.89,0.0,15.79,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,left,IN,2,21,14,3,38,55.26,36.84,0.0,7.89,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,middle,C,3,21,14,3,38,55.26,36.84,0.0,7.89,0.0,0.0,7.89,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,middle,I,2,21,14,3,38,55.26,36.84,0.0,7.89,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,right,C,8,21,14,3,38,55.26,36.84,0.0,7.89,0.0,0.0,0.0,21.05,0.0,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,right,I,6,21,14,3,38,55.26,36.84,0.0,7.89,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,D.Johnson,right,IN,1,21,14,3,38,55.26,36.84,0.0,7.89,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0
K.Pickett,D.Watt,right,C,2,2,0,0,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,G.Pickens,left,C,9,17,8,0,25,68.0,32.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,G.Pickens,left,I,3,17,8,0,25,68.0,32.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,G.Pickens,middle,C,1,17,8,0,25,68.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,G.Pickens,right,C,7,17,8,0,25,68.0,32.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,G.Pickens,right,I,5,17,8,0,25,68.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,J.Warren,left,C,4,9,0,0,9,100.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,J.Warren,middle,C,2,9,0,0,9,100.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,J.Warren,right,C,3,9,0,0,9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,M.Boykin,right,C,1,1,0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,N.Harris,left,C,7,13,2,0,15,86.67,13.33,0.0,0.0,0.0,46.67,0.0,0.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,N.Harris,left,I,1,13,2,0,15,86.67,13.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Pickett,N.Harris,middle,C,1,13,2,0,15,86.67,13.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
